TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
11613,2456,3,8,35,3,10,10,0,3.1,3.1,83,3,2,1,Không cảnh báo,Thấp,0,0
11614,2456,3,8,35,4,11,11,0,2.55,2.81,83,3,2,1,Không cảnh báo,Thấp,0,0
11615,2456,3,8,35,5,10,10,0,2.5,2.71,91,3,1,1,Không cảnh báo,Thấp,0,0
11616,2456,3,8,35,6,11,8,3,1.64,2.43,85,5,2,3,Cảnh báo trung bình,Trung bình,3,1
11617,2456,3,8,35,7,10,8,2,2.2,2.38,85,4,2,1,Không cảnh báo,Trung bình,3,0
11618,2456,3,8,35,8,10,10,0,3.0,2.48,81,3,2,1,Không cảnh báo,Trung bình,0,0
11619,2457,3,8,35,3,10,10,0,3.5,3.5,87,2,2,1,Không cảnh báo,Thấp,0,0
11620,2457,3,8,35,4,11,11,0,3.27,3.38,96,2,1,1,Không cảnh báo,Thấp,0,0
11621,2457,3,8,35,5,10,10,0,3.0,3.26,90,3,1,1,Không cảnh báo,Thấp,0,0
11622,2457,3,8,35,6,11,11,0,2.27,3.0,78,4,3,1,Không cảnh báo,Thấp,0,0
11623,2457,3,8,35,7,10,10,0,3.0,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
11624,2457,3,8,35,8,10,10,0,2.9,2.98,87,3,2,1,Không cảnh báo,Thấp,0,0
11625,2458,3,8,35,3,10,10,0,2.7,2.7,91,3,1,1,Không cảnh báo,Thấp,0,0
11626,2458,3,8,35,4,11,11,0,3.18,2.95,79,3,3,1,Không cảnh báo,Thấp,0,0
11627,2458,3,8,35,5,10,10,0,2.9,2.94,82,3,2,1,Không cảnh báo,Thấp,0,0
11628,2458,3,8,35,6,11,11,0,2.45,2.81,76,4,3,1,Không cảnh báo,Thấp,0,0
11629,2458,3,8,35,7,10,10,0,2.6,2.77,82,3,2,1,Không cảnh báo,Thấp,0,0
11630,2458,3,8,35,8,10,10,0,2.2,2.68,89,4,2,1,Không cảnh báo,Thấp,0,0
11631,2459,3,8,35,3,10,10,0,2.7,2.7,91,3,1,1,Không cảnh báo,Thấp,0,0
11632,2459,3,8,35,4,11,11,0,2.91,2.81,96,3,1,1,Không cảnh báo,Thấp,0,0
11633,2459,3,8,35,5,10,10,0,3.3,2.97,95,2,1,1,Không cảnh báo,Thấp,0,0
11634,2459,3,8,35,6,11,8,3,1.73,2.64,85,5,2,3,Cảnh báo trung bình,Trung bình,3,1
11635,2459,3,8,35,7,10,7,3,2.4,2.6,73,4,3,2,Cảnh báo nhẹ,Cao,6,2
11636,2459,3,8,35,8,10,8,2,2.7,2.61,87,3,2,1,Không cảnh báo,Cao,8,0
11637,2460,3,8,35,3,10,10,0,2.5,2.5,92,3,1,1,Không cảnh báo,Thấp,0,0
11638,2460,3,8,35,4,11,11,0,2.55,2.52,90,3,1,1,Không cảnh báo,Thấp,0,0
11639,2460,3,8,35,5,10,10,0,1.9,2.32,81,5,2,2,Cảnh báo nhẹ,Trung bình,0,1
11640,2460,3,8,35,6,11,11,0,3.0,2.5,79,3,3,1,Không cảnh báo,Thấp,0,0
11641,2460,3,8,35,7,10,7,3,1.7,2.35,68,5,3,3,Cảnh báo trung bình,Trung bình,3,1
11642,2460,3,8,35,8,10,7,3,2.3,2.34,77,4,3,2,Cảnh báo nhẹ,Cao,3,2
11643,2461,3,8,35,3,10,10,0,3.3,3.3,84,2,2,1,Không cảnh báo,Thấp,0,0
11644,2461,3,8,35,4,11,11,0,3.27,3.29,91,2,1,1,Không cảnh báo,Thấp,0,0
11645,2461,3,8,35,5,10,10,0,2.6,3.06,94,3,1,1,Không cảnh báo,Thấp,0,0
11646,2461,3,8,35,6,11,11,0,2.73,2.98,91,3,1,1,Không cảnh báo,Thấp,0,0
11647,2461,3,8,35,7,10,10,0,2.7,2.92,88,3,2,1,Không cảnh báo,Thấp,0,0
11648,2461,3,8,35,8,10,8,2,2.2,2.81,85,4,2,1,Không cảnh báo,Thấp,2,0
11649,2462,3,8,35,3,10,10,0,3.0,3.0,94,3,1,1,Không cảnh báo,Thấp,0,0
11650,2462,3,8,35,4,11,11,0,2.73,2.86,95,3,1,1,Không cảnh báo,Thấp,0,0
11651,2462,3,8,35,5,10,10,0,3.5,3.06,85,2,2,1,Không cảnh báo,Thấp,0,0
11652,2462,3,8,35,6,11,11,0,3.0,3.05,99,3,1,1,Không cảnh báo,Thấp,0,0
11653,2462,3,8,35,7,10,10,0,2.7,2.98,88,3,2,1,Không cảnh báo,Thấp,0,0
11654,2462,3,8,35,8,10,8,2,2.6,2.92,90,3,1,1,Không cảnh báo,Thấp,2,0
11655,2463,3,8,35,3,10,10,0,2.4,2.4,79,4,3,1,Không cảnh báo,Trung bình,0,0
11656,2463,3,8,35,4,11,11,0,2.82,2.62,92,3,1,1,Không cảnh báo,Thấp,0,0
11657,2463,3,8,35,5,10,10,0,2.5,2.58,77,3,3,1,Không cảnh báo,Thấp,0,0
11658,2463,3,8,35,6,11,5,6,1.36,2.26,77,5,3,4,Cảnh báo nghiêm trọng,Trung bình,6,1
11659,2463,3,8,35,7,10,5,5,1.4,2.1,79,5,3,4,Cảnh báo nghiêm trọng,Cao,11,2
11660,2463,3,8,35,8,10,10,0,2.2,2.11,77,4,3,1,Không cảnh báo,Cao,11,0
11661,2464,3,8,35,3,10,10,0,3.0,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
11662,2464,3,8,35,4,11,11,0,2.82,2.9,84,3,2,1,Không cảnh báo,Thấp,0,0
11663,2464,3,8,35,5,10,10,0,2.6,2.81,82,3,2,1,Không cảnh báo,Thấp,0,0
11664,2464,3,8,35,6,11,11,0,3.55,3.0,89,2,2,1,Không cảnh báo,Thấp,0,0
11665,2464,3,8,35,7,10,10,0,2.2,2.85,81,4,2,1,Không cảnh báo,Thấp,0,0
11666,2464,3,8,35,8,10,5,5,0.7,2.5,73,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
11667,2465,3,8,35,3,10,10,0,2.8,2.8,98,3,1,1,Không cảnh báo,Thấp,0,0
11668,2465,3,8,35,4,11,11,0,3.0,2.9,94,3,1,1,Không cảnh báo,Thấp,0,0
11669,2465,3,8,35,5,10,10,0,2.7,2.84,91,3,1,1,Không cảnh báo,Thấp,0,0
11670,2465,3,8,35,6,11,11,0,2.45,2.74,81,4,2,1,Không cảnh báo,Thấp,0,0
11671,2465,3,8,35,7,10,10,0,2.4,2.67,92,4,1,1,Không cảnh báo,Thấp,0,0
11672,2465,3,8,35,8,10,10,0,2.7,2.68,80,3,2,1,Không cảnh báo,Thấp,0,0
11673,2466,3,8,35,3,10,10,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11674,2466,3,8,35,4,11,11,0,2.91,2.95,89,3,2,1,Không cảnh báo,Thấp,0,0
11675,2466,3,8,35,5,10,10,0,2.8,2.9,82,3,2,1,Không cảnh báo,Thấp,0,0
11676,2466,3,8,35,6,11,11,0,2.0,2.67,72,4,3,1,Không cảnh báo,Thấp,0,0
11677,2466,3,8,35,7,10,7,3,2.0,2.54,72,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
11678,2466,3,8,35,8,10,10,0,2.3,2.5,82,4,2,1,Không cảnh báo,Thấp,0,0
11679,2467,3,8,35,3,10,10,0,3.3,3.3,93,2,1,1,Không cảnh báo,Thấp,0,0
11680,2467,3,8,35,4,11,11,0,3.0,3.14,85,3,2,1,Không cảnh báo,Thấp,0,0
11681,2467,3,8,35,5,10,7,3,2.4,2.9,79,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
11682,2467,3,8,35,6,11,11,0,3.0,2.93,85,3,2,1,Không cảnh báo,Thấp,1,0
11683,2467,3,8,35,7,10,10,0,3.0,2.94,89,3,2,1,Không cảnh báo,Thấp,1,0
11684,2467,3,8,35,8,10,10,0,3.0,2.95,85,3,2,1,Không cảnh báo,Thấp,0,0
11685,2468,3,8,35,3,10,10,0,3.0,3.0,99,3,1,1,Không cảnh báo,Thấp,0,0
11686,2468,3,8,35,4,11,11,0,3.0,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
11687,2468,3,8,35,5,10,10,0,2.9,2.97,90,3,1,1,Không cảnh báo,Thấp,0,0
11688,2468,3,8,35,6,11,11,0,3.36,3.07,84,2,2,1,Không cảnh báo,Thấp,0,0
11689,2468,3,8,35,7,10,10,0,3.0,3.06,94,3,1,1,Không cảnh báo,Thấp,0,0
11690,2468,3,8,35,8,10,10,0,3.0,3.05,83,3,2,1,Không cảnh báo,Thấp,0,0
11691,2469,3,8,35,3,10,10,0,3.0,3.0,84,3,2,1,Không cảnh báo,Thấp,0,0
11692,2469,3,8,35,4,11,11,0,3.27,3.14,97,2,1,1,Không cảnh báo,Thấp,0,0
11693,2469,3,8,35,5,10,10,0,2.5,2.94,90,3,1,1,Không cảnh báo,Thấp,0,0
11694,2469,3,8,35,6,11,11,0,3.0,2.95,91,3,1,1,Không cảnh báo,Thấp,0,0
11695,2469,3,8,35,7,10,8,2,2.4,2.85,90,4,1,1,Không cảnh báo,Thấp,2,0
11696,2469,3,8,35,8,10,10,0,2.2,2.74,89,4,2,1,Không cảnh báo,Thấp,0,0
11697,2470,3,8,35,3,10,10,0,3.5,3.5,100,2,1,1,Không cảnh báo,Thấp,0,0
11698,2470,3,8,35,4,11,11,0,3.45,3.48,87,2,2,1,Không cảnh báo,Thấp,0,0
11699,2470,3,8,35,5,10,7,3,1.8,2.94,69,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
11700,2470,3,8,35,6,11,11,0,2.91,2.93,85,3,2,1,Không cảnh báo,Thấp,0,0
11701,2470,3,8,35,7,10,10,0,2.7,2.88,80,3,2,1,Không cảnh báo,Thấp,0,0
11702,2470,3,8,35,8,10,10,0,3.5,2.98,95,2,1,1,Không cảnh báo,Thấp,0,0
11703,2471,3,8,35,3,10,10,0,3.0,3.0,81,3,2,1,Không cảnh báo,Thấp,0,0
11704,2471,3,8,35,4,11,11,0,3.27,3.14,97,2,1,1,Không cảnh báo,Thấp,0,0
11705,2471,3,8,35,5,10,10,0,3.3,3.19,89,2,2,1,Không cảnh báo,Thấp,0,0
11706,2471,3,8,35,6,11,11,0,3.18,3.19,76,3,3,1,Không cảnh báo,Thấp,0,0
11707,2471,3,8,35,7,10,7,3,1.4,2.85,78,5,3,4,Cảnh báo nghiêm trọng,Trung bình,3,1
11708,2471,3,8,35,8,10,10,0,3.4,2.94,86,2,2,1,Không cảnh báo,Thấp,0,0
11709,2472,3,8,35,3,10,10,0,3.0,3.0,83,3,2,1,Không cảnh báo,Thấp,0,0
11710,2472,3,8,35,4,11,11,0,3.0,3.0,99,3,1,1,Không cảnh báo,Thấp,0,0
11711,2472,3,8,35,5,10,10,0,3.3,3.1,85,2,2,1,Không cảnh báo,Thấp,0,0
11712,2472,3,8,35,6,11,8,3,1.91,2.79,77,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
11713,2472,3,8,35,7,10,10,0,2.7,2.77,91,3,1,1,Không cảnh báo,Thấp,0,0
11714,2472,3,8,35,8,10,7,3,1.6,2.58,77,5,3,3,Cảnh báo trung bình,Trung bình,3,1
11715,2473,3,8,35,3,10,10,0,3.2,3.2,93,2,1,1,Không cảnh báo,Thấp,0,0
11716,2473,3,8,35,4,11,11,0,2.45,2.81,94,4,1,1,Không cảnh báo,Thấp,0,0
11717,2473,3,8,35,5,10,7,3,1.7,2.45,78,5,3,3,Cảnh báo trung bình,Trung bình,3,1
11718,2473,3,8,35,6,11,11,0,2.18,2.38,88,4,2,1,Không cảnh báo,Trung bình,1,0
11719,2473,3,8,35,7,10,10,0,2.8,2.46,92,3,1,1,Không cảnh báo,Trung bình,0,0
11720,2473,3,8,35,8,10,8,2,2.2,2.42,70,4,3,1,Không cảnh báo,Trung bình,2,0
11721,2474,3,8,35,3,10,10,0,2.2,2.2,85,4,2,1,Không cảnh báo,Trung bình,0,0
11722,2474,3,8,35,4,11,11,0,3.0,2.62,81,3,2,1,Không cảnh báo,Thấp,0,0
11723,2474,3,8,35,5,10,7,3,1.2,2.16,75,5,3,4,Cảnh báo nghiêm trọng,Trung bình,3,1
11724,2474,3,8,35,6,11,11,0,2.45,2.24,86,4,2,1,Không cảnh báo,Trung bình,3,0
11725,2474,3,8,35,7,10,8,2,1.3,2.06,87,5,2,4,Cảnh báo nghiêm trọng,Trung bình,5,1
11726,2474,3,8,35,8,10,8,2,2.2,2.08,86,4,2,1,Không cảnh báo,Cao,7,0
11727,2475,3,8,35,3,10,10,0,2.9,2.9,98,3,1,1,Không cảnh báo,Thấp,0,0
11728,2475,3,8,35,4,11,11,0,3.0,2.95,98,3,1,1,Không cảnh báo,Thấp,0,0
11729,2475,3,8,35,5,10,10,0,3.4,3.1,97,2,1,1,Không cảnh báo,Thấp,0,0
11730,2475,3,8,35,6,11,11,0,2.82,3.02,85,3,2,1,Không cảnh báo,Thấp,0,0
11731,2475,3,8,35,7,10,10,0,2.7,2.96,80,3,2,1,Không cảnh báo,Thấp,0,0
11732,2475,3,8,35,8,10,10,0,3.2,3.0,82,2,2,1,Không cảnh báo,Thấp,0,0
11733,2476,3,8,35,3,10,10,0,2.3,2.3,84,4,2,1,Không cảnh báo,Trung bình,0,0
11734,2476,3,8,35,4,11,8,3,2.18,2.24,87,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11735,2476,3,8,35,5,10,10,0,2.5,2.32,81,3,2,1,Không cảnh báo,Trung bình,3,0
11736,2476,3,8,35,6,11,8,3,2.18,2.29,83,4,2,2,Cảnh báo nhẹ,Trung bình,6,1
11737,2476,3,8,35,7,10,10,0,2.3,2.29,83,4,2,1,Không cảnh báo,Trung bình,6,0
11738,2476,3,8,35,8,10,10,0,2.2,2.27,74,4,3,1,Không cảnh báo,Trung bình,2,0
11739,2477,3,8,35,3,10,10,0,2.9,2.9,100,3,1,1,Không cảnh báo,Thấp,0,0
11740,2477,3,8,35,4,11,11,0,2.91,2.9,90,3,1,1,Không cảnh báo,Thấp,0,0
11741,2477,3,8,35,5,10,7,3,2.1,2.65,91,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
11742,2477,3,8,35,6,11,11,0,3.55,2.88,80,2,2,1,Không cảnh báo,Thấp,0,0
11743,2477,3,8,35,7,10,10,0,2.5,2.81,89,3,2,1,Không cảnh báo,Thấp,0,0
11744,2477,3,8,35,8,10,10,0,3.2,2.87,95,2,1,1,Không cảnh báo,Thấp,0,0
11745,2478,3,8,35,3,10,10,0,3.5,3.5,99,2,1,1,Không cảnh báo,Thấp,0,0
11746,2478,3,8,35,4,11,11,0,3.36,3.43,100,2,1,1,Không cảnh báo,Thấp,0,0
11747,2478,3,8,35,5,10,10,0,3.1,3.32,94,3,1,1,Không cảnh báo,Thấp,0,0
11748,2478,3,8,35,6,11,11,0,3.27,3.31,89,2,2,1,Không cảnh báo,Thấp,0,0
11749,2478,3,8,35,7,10,7,3,2.4,3.13,88,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11750,2478,3,8,35,8,10,10,0,2.5,3.03,83,3,2,1,Không cảnh báo,Thấp,1,0
11751,2479,3,8,35,3,10,10,0,2.9,2.9,83,3,2,1,Không cảnh báo,Thấp,0,0
11752,2479,3,8,35,4,11,11,0,2.55,2.71,80,3,2,1,Không cảnh báo,Thấp,0,0
11753,2479,3,8,35,5,10,5,5,1.2,2.23,82,5,2,4,Cảnh báo nghiêm trọng,Trung bình,5,1
11754,2479,3,8,35,6,11,11,0,2.55,2.31,73,3,3,1,Không cảnh báo,Trung bình,1,0
11755,2479,3,8,35,7,10,8,2,1.9,2.23,63,5,4,2,Cảnh báo nhẹ,Trung bình,3,1
11756,2479,3,8,35,8,10,8,2,2.5,2.27,94,3,1,1,Không cảnh báo,Trung bình,2,0
11757,2480,3,8,35,3,10,10,0,3.0,3.0,89,3,2,1,Không cảnh báo,Thấp,0,0
11758,2480,3,8,35,4,11,11,0,2.55,2.76,78,3,3,1,Không cảnh báo,Thấp,0,0
11759,2480,3,8,35,5,10,10,0,2.8,2.77,79,3,3,1,Không cảnh báo,Thấp,0,0
11760,2480,3,8,35,6,11,11,0,3.0,2.83,76,3,3,1,Không cảnh báo,Thấp,0,0
11761,2480,3,8,35,7,10,10,0,3.0,2.87,83,3,2,1,Không cảnh báo,Thấp,0,0
11762,2480,3,8,35,8,10,10,0,3.0,2.89,95,3,1,1,Không cảnh báo,Thấp,0,0
11763,2481,3,8,35,3,10,10,0,3.6,3.6,88,1,2,1,Không cảnh báo,Thấp,0,0
11764,2481,3,8,35,4,11,11,0,3.27,3.43,87,2,2,1,Không cảnh báo,Thấp,0,0
11765,2481,3,8,35,5,10,10,0,2.7,3.19,78,3,3,1,Không cảnh báo,Thấp,0,0
11766,2481,3,8,35,6,11,11,0,2.55,3.02,78,3,3,1,Không cảnh báo,Thấp,0,0
11767,2481,3,8,35,7,10,10,0,3.0,3.02,83,3,2,1,Không cảnh báo,Thấp,0,0
11768,2481,3,8,35,8,10,8,2,2.4,2.92,67,4,3,1,Không cảnh báo,Trung bình,2,0
11769,2482,3,8,35,3,10,10,0,2.5,2.5,94,3,1,1,Không cảnh báo,Thấp,0,0
11770,2482,3,8,35,4,11,11,0,3.0,2.76,92,3,1,1,Không cảnh báo,Thấp,0,0
11771,2482,3,8,35,5,10,10,0,3.0,2.84,91,3,1,1,Không cảnh báo,Thấp,0,0
11772,2482,3,8,35,6,11,11,0,2.82,2.83,86,3,2,1,Không cảnh báo,Thấp,0,0
11773,2482,3,8,35,7,10,10,0,2.4,2.75,83,4,2,1,Không cảnh báo,Thấp,0,0
11774,2482,3,8,35,8,10,8,2,2.2,2.66,96,4,1,1,Không cảnh báo,Thấp,2,0
11775,2483,3,8,35,3,10,10,0,3.2,3.2,91,2,1,1,Không cảnh báo,Thấp,0,0
11776,2483,3,8,35,4,11,9,2,1.91,2.52,90,5,1,2,Cảnh báo nhẹ,Trung bình,2,1
11777,2483,3,8,35,5,10,10,0,2.5,2.52,70,3,3,1,Không cảnh báo,Thấp,2,0
11778,2483,3,8,35,6,11,9,2,2.45,2.5,92,4,1,1,Không cảnh báo,Thấp,2,0
11779,2483,3,8,35,7,10,7,3,1.8,2.37,80,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
11780,2483,3,8,35,8,10,10,0,2.8,2.44,88,3,2,1,Không cảnh báo,Trung bình,0,0
11781,2484,3,8,35,3,10,10,0,2.4,2.4,72,4,3,1,Không cảnh báo,Trung bình,0,0
11782,2484,3,8,35,4,11,11,0,2.73,2.57,95,3,1,1,Không cảnh báo,Thấp,0,0
11783,2484,3,8,35,5,10,10,0,2.7,2.61,87,3,2,1,Không cảnh báo,Thấp,0,0
11784,2484,3,8,35,6,11,11,0,2.0,2.45,90,4,1,1,Không cảnh báo,Trung bình,0,0
11785,2484,3,8,35,7,10,5,5,1.3,2.23,73,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
11786,2484,3,8,35,8,10,10,0,2.0,2.19,86,4,2,1,Không cảnh báo,Trung bình,3,0
11787,2485,3,8,35,3,10,10,0,3.5,3.5,93,2,1,1,Không cảnh báo,Thấp,0,0
11788,2485,3,8,35,4,11,11,0,2.45,2.95,95,4,1,1,Không cảnh báo,Thấp,0,0
11789,2485,3,8,35,5,10,7,3,2.4,2.77,88,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11790,2485,3,8,35,6,11,11,0,2.55,2.71,77,3,3,1,Không cảnh báo,Thấp,1,0
11791,2485,3,8,35,7,10,7,3,2.2,2.62,89,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
11792,2485,3,8,35,8,10,6,4,1.5,2.44,66,5,3,3,Cảnh báo trung bình,Cao,5,2
11793,2486,3,8,35,3,10,10,0,3.2,3.2,95,2,1,1,Không cảnh báo,Thấp,0,0
11794,2486,3,8,35,4,11,11,0,2.73,2.95,95,3,1,1,Không cảnh báo,Thấp,0,0
11795,2486,3,8,35,5,10,10,0,2.5,2.81,77,3,3,1,Không cảnh báo,Thấp,0,0
11796,2486,3,8,35,6,11,11,0,3.36,2.95,83,2,2,1,Không cảnh báo,Thấp,0,0
11797,2486,3,8,35,7,10,10,0,3.3,3.02,96,2,1,1,Không cảnh báo,Thấp,0,0
11798,2486,3,8,35,8,10,10,0,3.2,3.05,88,2,2,1,Không cảnh báo,Thấp,0,0
11799,2487,3,8,35,3,10,10,0,3.8,3.8,100,1,1,1,Không cảnh báo,Thấp,0,0
11800,2487,3,8,35,4,11,11,0,3.27,3.52,94,2,1,1,Không cảnh báo,Thấp,0,0
11801,2487,3,8,35,5,10,10,0,3.5,3.52,86,2,2,1,Không cảnh báo,Thấp,0,0
11802,2487,3,8,35,6,11,8,3,1.91,3.1,92,5,1,2,Cảnh báo nhẹ,Trung bình,3,1
11803,2487,3,8,35,7,10,10,0,2.4,2.96,82,4,2,1,Không cảnh báo,Thấp,1,0
11804,2487,3,8,35,8,10,10,0,2.8,2.94,84,3,2,1,Không cảnh báo,Thấp,0,0
11805,2488,3,8,35,3,10,10,0,3.2,3.2,94,2,1,1,Không cảnh báo,Thấp,0,0
11806,2488,3,8,35,4,11,11,0,2.82,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
11807,2488,3,8,35,5,10,10,0,3.0,3.0,94,3,1,1,Không cảnh báo,Thấp,0,0
11808,2488,3,8,35,6,11,11,0,3.0,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
11809,2488,3,8,35,7,10,10,0,2.3,2.87,77,4,3,1,Không cảnh báo,Thấp,0,0
11810,2488,3,8,35,8,10,7,3,1.9,2.71,86,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
11811,2489,3,8,35,3,10,10,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11812,2489,3,8,35,4,11,11,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11813,2489,3,8,35,5,10,10,0,3.0,3.0,91,3,1,1,Không cảnh báo,Thấp,0,0
11814,2489,3,8,35,6,11,11,0,3.27,3.07,94,2,1,1,Không cảnh báo,Thấp,0,0
11815,2489,3,8,35,7,10,10,0,2.4,2.94,86,4,2,1,Không cảnh báo,Thấp,0,0
11816,2489,3,8,35,8,10,10,0,2.4,2.85,88,4,2,1,Không cảnh báo,Thấp,0,0
11817,2490,3,8,35,3,10,10,0,3.4,3.4,95,2,1,1,Không cảnh báo,Thấp,0,0
11818,2490,3,8,35,4,11,11,0,3.0,3.19,83,3,2,1,Không cảnh báo,Thấp,0,0
11819,2490,3,8,35,5,10,7,3,1.7,2.71,77,5,3,3,Cảnh báo trung bình,Trung bình,3,1
11820,2490,3,8,35,6,11,9,2,1.91,2.5,84,5,2,2,Cảnh báo nhẹ,Cao,3,2
11821,2490,3,8,35,7,10,10,0,2.8,2.56,88,3,2,1,Không cảnh báo,Thấp,1,0
11822,2490,3,8,35,8,10,8,2,2.1,2.48,75,4,3,1,Không cảnh báo,Trung bình,2,0
11823,2491,3,8,36,5,10,10,0,2.7,2.7,92,3,1,1,Không cảnh báo,Thấp,0,0
11824,2491,3,8,36,6,11,11,0,3.0,2.86,97,3,1,1,Không cảnh báo,Thấp,0,0
11825,2491,3,8,36,7,10,10,0,2.3,2.68,82,4,2,1,Không cảnh báo,Thấp,0,0
11826,2491,3,8,36,8,11,8,3,2.36,2.6,96,4,1,2,Cảnh báo nhẹ,Trung bình,3,1
11827,2492,3,8,36,5,10,10,0,3.0,3.0,95,3,1,1,Không cảnh báo,Thấp,0,0
11828,2492,3,8,36,6,11,11,0,2.45,2.71,83,4,2,1,Không cảnh báo,Thấp,0,0
11829,2492,3,8,36,7,10,10,0,2.6,2.68,97,3,1,1,Không cảnh báo,Thấp,0,0
11830,2492,3,8,36,8,11,11,0,2.18,2.55,80,4,2,1,Không cảnh báo,Thấp,0,0
11831,2493,3,8,36,5,10,10,0,2.5,2.5,80,3,2,1,Không cảnh báo,Thấp,0,0
11832,2493,3,8,36,6,11,8,3,1.73,2.1,93,5,1,3,Cảnh báo trung bình,Trung bình,3,1
11833,2493,3,8,36,7,10,10,0,2.8,2.32,76,3,3,1,Không cảnh báo,Trung bình,3,0
11834,2493,3,8,36,8,11,8,3,1.73,2.17,68,5,3,3,Cảnh báo trung bình,Trung bình,6,1
11835,2494,3,8,36,5,10,10,0,2.5,2.5,94,3,1,1,Không cảnh báo,Thấp,0,0
11836,2494,3,8,36,6,11,11,0,2.64,2.57,85,3,2,1,Không cảnh báo,Thấp,0,0
11837,2494,3,8,36,7,10,10,0,3.0,2.71,81,3,2,1,Không cảnh báo,Thấp,0,0
11838,2494,3,8,36,8,11,8,3,1.18,2.31,81,5,2,4,Cảnh báo nghiêm trọng,Trung bình,3,1
11839,2495,3,8,36,5,10,7,3,1.9,1.9,91,5,1,2,Cảnh báo nhẹ,Cao,3,1
11840,2495,3,8,36,6,11,8,3,1.45,1.67,96,5,1,4,Cảnh báo nghiêm trọng,Cao,6,2
11841,2495,3,8,36,7,10,5,5,0.9,1.42,79,5,3,4,Cảnh báo nghiêm trọng,Cao,11,3
11842,2495,3,8,36,8,11,11,0,3.0,1.83,94,3,1,2,Cảnh báo nhẹ,Cao,11,4
11843,2496,3,8,36,5,10,10,0,2.8,2.8,72,3,3,1,Không cảnh báo,Thấp,0,0
11844,2496,3,8,36,6,11,9,2,2.73,2.76,100,3,1,1,Không cảnh báo,Thấp,2,0
11845,2496,3,8,36,7,10,10,0,3.0,2.84,81,3,2,1,Không cảnh báo,Thấp,2,0
11846,2496,3,8,36,8,11,11,0,2.55,2.76,79,3,3,1,Không cảnh báo,Thấp,2,0
11847,2497,3,8,36,5,10,10,0,2.6,2.6,94,3,1,1,Không cảnh báo,Thấp,0,0
11848,2497,3,8,36,6,11,11,0,2.73,2.67,97,3,1,1,Không cảnh báo,Thấp,0,0
11849,2497,3,8,36,7,10,10,0,2.2,2.52,85,4,2,1,Không cảnh báo,Thấp,0,0
11850,2497,3,8,36,8,11,11,0,2.82,2.6,83,3,2,1,Không cảnh báo,Thấp,0,0
11851,2498,3,8,36,5,10,10,0,3.1,3.1,93,3,1,1,Không cảnh báo,Thấp,0,0
11852,2498,3,8,36,6,11,11,0,2.73,2.9,98,3,1,1,Không cảnh báo,Thấp,0,0
11853,2498,3,8,36,7,10,5,5,1.2,2.35,77,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
11854,2498,3,8,36,8,11,11,0,1.82,2.21,83,5,2,2,Cảnh báo nhẹ,Cao,1,2
11855,2499,3,8,36,5,10,10,0,3.2,3.2,82,2,2,1,Không cảnh báo,Thấp,0,0
11856,2499,3,8,36,6,11,11,0,3.18,3.19,90,3,1,1,Không cảnh báo,Thấp,0,0
11857,2499,3,8,36,7,10,8,2,1.3,2.58,95,5,1,4,Cảnh báo nghiêm trọng,Thấp,2,1
11858,2499,3,8,36,8,11,11,0,2.36,2.52,80,4,2,1,Không cảnh báo,Thấp,0,0
11859,2500,3,8,36,5,10,10,0,2.8,2.8,79,3,3,1,Không cảnh báo,Thấp,0,0
11860,2500,3,8,36,6,11,11,0,3.0,2.9,86,3,2,1,Không cảnh báo,Thấp,0,0
11861,2500,3,8,36,7,10,10,0,3.0,2.94,84,3,2,1,Không cảnh báo,Thấp,0,0
11862,2500,3,8,36,8,11,11,0,2.55,2.83,83,3,2,1,Không cảnh báo,Thấp,0,0
